0.096,0,0,0.000,0
0.196,0,0,0.000,0
0.296,0,0,0.000,0
0.396,0,0,0.000,0
0.496,0,0,0.000,0
0.596,0,0,0.000,0
0.696,0,0,0.000,0
0.796,0,0,0.000,0
0.896,0,0,0.000,0
0.996,0,0,0.000,0
1.096,0,0,0.000,0
1.196,0,0,0.000,0
1.296,0,0,0.000,0
1.396,0,0,0.000,0
1.496,0,0,0.000,0
1.596,0,0,0.000,0
1.696,0,0,0.000,0
1.796,0,0,0.000,0
1.896,0,0,0.000,0
1.996,0,0,0.000,0
2.096,17000,0,1.000,0
2.196,17000,15960,1.000,-75
2.296,17000,18870,1.000,-75
2.396,17000,18850,1.000,-75
2.496,17000,18810,1.000,-75
2.596,17000,18790,1.000,-75
2.696,17000,18790,1.000,-76
2.796,17000,18780,1.000,-76
2.896,17000,18800,1.000,-75
2.996,17000,18790,0.833,-75
3.096,17000,18310,0.687,-73
3.196,17000,17720,0.610,-70
3.296,17000,17280,0.580,-69
3.396,17000,17100,0.567,-68
3.496,17000,16970,0.567,-68
3.596,17000,16890,0.572,-67
3.696,17000,16920,0.574,-68
3.796,17000,16940,0.575,-67
3.896,17000,16940,0.575,-67
3.996,17000,16950,0.575,-68
4.096,17000,16940,0.575,-68
4.196,17000,16940,0.576,-68
4.296,17000,16940,0.577,-68
4.396,17000,16960,0.576,-68
4.496,17000,16950,0.576,-68
4.596,17000,16930,0.577,-68
4.696,17000,16950,0.577,-67
4.796,17000,16970,0.576,-68
4.896,17000,16970,0.575,-68
4.996,17000,16960,0.575,-68
5.096,17000,16940,0.576,-68
5.196,17000,16940,0.577,-68
5.296,17000,16960,0.577,-67
5.396,17000,17000,0.574,-68
5.496,17000,16960,0.574,-67
5.596,17000,16980,0.573,-68
5.696,17000,17000,0.571,-68
5.796,17000,16970,0.571,-68
5.896,17000,16960,0.572,-68
5.996,17000,16960,0.573,-68
6.096,17000,16970,0.573,-68
6.196,17000,16970,0.573,-68
6.296,17000,16980,0.573,-68
6.396,17000,16950,0.575,-68
6.496,17000,16950,0.576,-67
6.596,17000,16960,0.577,-68
6.696,17000,16970,0.576,-68
6.796,17000,16970,0.576,-68
6.896,17000,16970,0.576,-68
6.996,17000,16980,0.575,-68
7.096,17000,16950,0.577,-67
7.196,17000,16960,0.578,-68
7.296,17000,16950,0.579,-68
7.396,17000,16950,0.580,-68
7.496,17000,16970,0.580,-68
7.596,17000,16970,0.579,-68
7.696,17000,16960,0.580,-68
7.796,17000,16970,0.580,-68
7.896,17000,16970,0.579,-68
7.996,17000,16970,0.579,-68
8.096,17000,16970,0.579,-68
8.196,17000,17070,0.572,-68
8.296,17000,17080,0.566,-68
8.396,17000,17070,0.561,-68
8.496,17000,16880,0.571,-67
8.596,17000,16870,0.580,-67
8.696,17000,16950,0.581,-68
8.796,17000,16950,0.582,-68
8.896,17000,16960,0.583,-68
8.996,17000,16950,0.584,-68
9.096,17000,16950,0.585,-68
9.196,17000,16960,0.585,-67
9.296,17000,16990,0.583,-68
9.396,17000,17010,0.580,-68
9.496,17000,16980,0.580,-68
9.596,17000,16970,0.580,-68
9.696,17000,16990,0.579,-68
9.796,17000,17060,0.573,-68
9.896,17000,17080,0.567,-68
9.996,17000,17090,0.561,-68
