0.096,0,0,0.000
0.196,0,0,0.000
0.296,0,0,0.000
0.396,0,0,0.000
0.496,0,0,0.000
0.596,0,0,0.000
0.696,0,0,0.000
0.796,0,0,0.000
0.896,0,0,0.000
0.996,0,0,0.000
1.096,0,0,0.000
1.196,0,0,0.000
1.296,0,0,0.000
1.396,0,0,0.000
1.496,0,0,0.000
1.596,0,0,0.000
1.696,0,0,0.000
1.796,0,0,0.000
1.896,0,0,0.000
1.996,0,0,0.000
2.096,17000,0,1.000
2.196,17000,15850,1.000
2.296,17000,18880,1.000
2.396,17000,18850,1.000
2.496,17000,18810,1.000
2.596,17000,18820,1.000
2.696,17000,18830,1.000
2.796,17000,18820,1.000
2.896,17000,18810,0.969
2.996,17000,18640,0.778
3.096,17000,18040,0.675
3.196,17000,17530,0.625
3.296,17000,17170,0.607
3.396,17000,17080,0.594
3.496,17000,17090,0.580
3.596,17000,16970,0.580
3.696,17000,16730,0.600
3.796,17000,16830,0.602
3.896,17000,16940,0.596
3.996,17000,17140,0.576
4.096,17000,17000,0.576
4.196,17000,16730,0.597
4.296,17000,16810,0.603
4.396,17000,16900,0.601
4.496,17000,16890,0.602
4.596,17000,16900,0.602
4.696,17000,16940,0.598
4.796,17000,16920,0.598
4.896,17000,16890,0.601
4.996,17000,16910,0.601
5.096,17000,16930,0.599
5.196,17000,16860,0.605
5.296,17000,16900,0.605
5.396,17000,16900,0.605
5.496,17000,17070,0.591
5.596,17000,17060,0.583
5.696,17000,17080,0.575
5.796,17000,17090,0.568
5.896,17000,17090,0.562
5.996,17000,17090,0.557
6.096,17000,17090,0.553
6.196,17000,17080,0.551
6.296,17000,16890,0.566
6.396,17000,16690,0.593
6.496,17000,16850,0.596
6.596,17000,17140,0.576
6.696,17000,17050,0.573
6.796,17000,17090,0.566
6.896,17000,17090,0.560
6.996,17000,17090,0.556
7.096,17000,17090,0.552
7.196,17000,17090,0.549
7.296,17000,17080,0.547
7.396,17000,17100,0.543
7.496,17000,17080,0.543
7.596,17000,17020,0.547
7.696,17000,16670,0.581
7.796,17000,16800,0.590
7.896,17000,17090,0.574
7.996,17000,17040,0.571
8.096,17000,17090,0.563
8.196,17000,17090,0.558
8.296,17000,17080,0.554
8.396,17000,17090,0.550
8.496,17000,17090,0.547
8.596,17000,16860,0.565
8.696,17000,16700,0.590
8.796,17000,16870,0.592
8.896,17000,17130,0.573
8.996,17000,17080,0.567
9.096,17000,16920,0.576
9.196,17000,16760,0.595
9.296,17000,16860,0.598
9.396,17000,17130,0.578
9.496,17000,17060,0.574
9.596,17000,17090,0.566
9.696,17000,17080,0.561
9.796,17000,17090,0.556
9.896,17000,17090,0.552
9.996,17000,17090,0.549
